TEXT,REACTION
I'm so happy to have supportive and loving friends! ❤️,positive
I love going on adventures and exploring new things 🏞️🚣‍♀️,positive
I just completed a difficult task and it feels amazing! 😎💪,positive
I'm so grateful for my health and well-being 🏥💪,positive
I love spending time with my significant other and creating new memories ❤️,positive
I just received a promotion at work! 🎉🎊💼,positive
I'm so happy to be surrounded by positivity and good vibes! 😊✨,positive
I love trying new things and pushing my limits!    _xDD29_💪,positive
I just achieved a major milestone in my personal life! 🌟🎯,positive
I'm feeling so down today... 😔,negative
I just found out I didn't get the job I applied for 😢,negative
I hate feeling so stressed and overwhelmed 😩,negative
I had a terrible day at work today 😞,negative
I'm so disappointed in myself for making that mistake 😞,negative
I just went through a breakup and it hurts so much 😢💔,negative
I can't believe I failed that exam 😭,negative
I hate feeling so alone and isolated 😔,negative
I'm so tired of dealing with drama and negativity 😒,negative
I just lost my wallet and all my important documents... 😫,negative
I'm so sick and tired of feeling sick and tired 😷😴,negative
I hate the way I look in this outfit... 😒,negative
I just got into a fight with my best friend 😔💔,negative
Hi 👋,positive
Okay 😐,positive
Everything went well 😊,positive
Not good at all 😞,negative
Superb work 👏,positive
Awful product 👎,negative
So frustrating 😤,negative
I loved it! 😍,positive
Feeling great 😃,positive
Great service 😄,positive
So-so 😐,neutral
Exceeded my expectations ??,positive
Very bad 😠,negative
Worst ever 😖,negative
I liked it! 😊,positive
Enjoy 😄,positive
I lost my bike,negative
Amazing experience 🌟,positive
Great service 👍,positive
Fantastic product  ,positive
Perfect! 💯,postive
Everything went well  ,positive
Neither good nor bad  ,neutral
So happy! 😄,positive
Not sure.  ,neutral
I never liked it! 😠,negative
Aww!,negative
Terrible experience 😡,negative
Really enjoyed this 😍,positive
Really bad 😞,negative
Worst ever  ,negative
This is awesome! 🎉,positive
Not good at all 👎,negative
Exceeded my expectations 🤩,positive
Awful product  ,negative
Completely disappointed 😩,negative
Fantastic product 👌,positive
This is the best! 🏆,positive
Would not recommend ,negative
So happy! 😄,positive  
Fantastic product 👏,positive  
Extremely poor 😤,negative  
Exceeded my expectations 🤯,positive  
Perfect! 🌟,positive  
Big letdown 😔,negative  
Worst ever 😡,negative  
I regret this 😣,negative  
I dont touch it,negative
I betrayed you,negative
feeling very low,negative
feeling very high,postive
dont touch me,negative
I absolutely loved the event!  ,positive  
This was the worst thing ever.  ,negative  
Feeling excited for tomorrow!  ,positive  
Im done with this nonsense.  ,negative  
You made my day 😊,positive  
I hate everything about this.  ,negative  
Thanks a million!  ,positive  
Thats not what I expected.  ,negative  
Best experience so far 🙌,positive  
"Ugh, this sucks.  ",negative  
"You're so thoughtful, thank you!  ",positive  
You really pissed me off.  ,negative  
Couldn't be happier right now!  ,positive  
I'm not impressed at all.  ,negative  
Such a waste of time.  ,negative  
Youre amazing at what you do!  ,positive  
Disgusted by the service.  ,negative  
This made me smile today 😁,positive  
What a total mess.  ,negative  
Blessed to have you in my life.  ,positive  
Completely useless and broken.  ,negative  
"It was fine, nothing special.  ",neutral  
This was trash.  ,negative  
You're the kindest person I know.  ,positive  
This place is filthy.  ,negative  
Everything worked perfectly.  ,positive  
I seriously regret coming here.  ,negative  
"Pretty average, to be honest.  ",neutral  
I'm extremely disappointed.  ,negative  
You handled that like a pro!  ,positive  
I cant stand this anymore.  ,negative  
Such a heartwarming moment 🥹,positive  
This looks horrible.  ,negative  
I'm grateful for your help.  ,positive  
I wouldn't recommend this to anyone.  ,negative  
It just didnt work out.  ,neutral  
"Wow, you nailed it!  ",positive  
"So many bugs, its annoying.  ",negative  
My experience was decent.  ,neutral  
Absolutely pathetic behavior.  ,negative  
This was delightful!  ,positive  
Terrible communication.  ,negative  
I feel peaceful and content.  ,positive  
This was a complete joke.  ,negative  
I liked it a little.  ,neutral  
Youre being extremely rude.  ,negative  
Really helpful session today.  ,positive  
The update ruined everything.  ,negative  
Appreciate your effort a lot.  ,positive  
Im tired of fixing this crap.  ,negative  
"Top-notch support, thank you!",positive  
fuckk off,negative
no it will never happens,negative
"Thanks for showing up today, means a lot.  ",positive  
"Honestly, not too bad. Got through it.  ",neutral  
I don't know how to feel about this.  ,neutral  
This is pure crap.  ,negative  
"Appreciate the support, really.  ",positive  
"Whatever, Im used to being ignored.  ",negative  
"It was okay, not great, not terrible.  ",neutral  
Why the hell is it always me?  ,negative  
That was thoughtful of you.  ,positive  
"Just another day, nothing new.  ",neutral  
Im tired. Thats it. Just tired.  ,neutral  
"The systems broken again, shocking.  ",negative  
"Could've gone worse, I guess.  ",neutral  
"Glad we talked, felt lighter.  ",positive  
It's done. Let's move on.  ,neutral  
"Not mad, just over it.  ",neutral  
This feels pointless now.  ,negative  
Sweet of you to check in.  ,positive  
"Great job, nailed it today!  ",positive  
Cant think straight. Too much at once.  ,negative  
Well see how it goes.  ,neutral  
"This is so f*cked up, honestly.  ",negative  
"Whatever happens, happens.  ",neutral  
"Meeting was fine, dragged a bit.  ",neutral  
No comment. You already know.  ,neutral  
I dont even care anymore.  ,negative
"Feels weird, but okay.  ",neutral
They just keep screwing things up.  ,negative
"Thanks, it helped more than I expected.  ",positive
It's the same crap every week.  ,negative
"Wasnt terrible, just... meh.  ",neutral
How hard is it to do one job?  ,negative
Ill handle it. Not a big deal.  ,neutral
You seriously call that help?  ,negative
Not sure what Im supposed to do.  ,neutral  
"Cool, I guess.  ",neutral
It's better than nothing.  ,neutral  
Im not dealing with this BS again.  ,negative
Lets just get it over with.  ,neutral
Appreciate the quick reply.  ,positive
They totally messed this up.  ,negative
"Kinda boring, not gonna lie.  ",neutral
Im not in the mood for this.  ,negative  
Couldve been worse.  ,neutral  
Stop pretending you care.  ,negative
"Doing my part, thats all.  ",neutral
Its not working again.  ,negative
"Thanks, this made me smile.  ",postive
Another issue? Of course.  ,negative
Feels like Im invisible.  ,negative
"Solid effort today, respect.",positive
you are not as good as me.,negative
Didn't sleep much last night.  ,neutral
That movie hit harder than I thought.  ,positive
"App crashed again, this is ridiculous.  ",negative
Your advice actually helped a lot.  ,positive
